Node Number	X Location (in)	Y Location (in)	Z Location (in)	Directional Deformation (in)
3318	20.571	-0.85714	-1.4301	-1.5393e-004
3319	20.571	-0.42857	-1.8051	-1.5411e-004
3320	20.571	-0.42857	-0.30506	-1.5401e-004
3321	21.	-0.42857	-0.68006	-1.4404e-004
3322	20.571	-0.85714	-0.68006	-1.5388e-004
3323	21.	-0.42857	6.9936e-002	-1.4399e-004
3324	20.571	-0.85714	6.9936e-002	-1.5382e-004
3325	20.571	-0.42857	0.44494	-1.5395e-004
3326	21.429	-0.42857	-1.0551	-1.3664e-004
3327	21.857	-0.42857	-1.4301	-1.3207e-004
3328	21.429	-0.85714	-1.4301	-1.357e-004
3329	21.429	-0.42857	-1.8051	-1.3669e-004
3330	21.429	-0.42857	-0.30506	-1.3659e-004
3331	21.857	-0.42857	-0.68006	-1.3203e-004
3332	21.429	-0.85714	-0.68006	-1.3565e-004
3333	21.857	-0.42857	6.9936e-002	-1.3198e-004
3334	21.429	-0.85714	6.9936e-002	-1.356e-004
3335	21.429	-0.42857	0.44494	-1.3654e-004
3336	22.286	-0.42857	-1.0551	-1.3086e-004
3337	22.714	-0.42857	-1.4301	-1.3318e-004
3338	22.286	-0.85714	-1.4301	-1.2771e-004
3339	22.286	-0.42857	-1.8051	-1.3091e-004
3340	22.286	-0.42857	-0.30506	-1.3082e-004
3341	22.714	-0.42857	-0.68006	-1.3313e-004
3342	22.286	-0.85714	-0.68006	-1.2766e-004
3343	22.714	-0.42857	6.9936e-002	-1.3309e-004
3344	22.286	-0.85714	6.9936e-002	-1.2762e-004
3345	22.286	-0.42857	0.44494	-1.3077e-004
3346	23.143	-0.42857	-1.0551	-1.4077e-004
3347	23.571	-0.42857	-1.4301	-1.5334e-004
3348	23.143	-0.85714	-1.4301	-1.3386e-004
3349	23.143	-0.42857	-1.8051	-1.4082e-004
3350	23.143	-0.42857	-0.30506	-1.4073e-004
3351	23.571	-0.42857	-0.68006	-1.533e-004
3352	23.143	-0.85714	-0.68006	-1.3382e-004
3353	23.571	-0.42857	6.9936e-002	-1.5325e-004
3354	23.143	-0.85714	6.9936e-002	-1.3378e-004
3355	23.143	-0.42857	0.44494	-1.4068e-004
3356	24.	-0.42857	-1.0551	-1.7312e-004
3357	24.429	-0.42857	-1.4301	-1.994e-004
3358	24.	-0.85714	-1.4301	-1.6396e-004
3359	24.	-0.42857	-1.8051	-1.7316e-004
3360	24.	-0.42857	-0.30506	-1.7308e-004
3361	24.429	-0.42857	-0.68006	-1.9936e-004
3362	24.	-0.85714	-0.68006	-1.6392e-004
3363	24.429	-0.42857	6.9936e-002	-1.9931e-004
3364	24.	-0.85714	6.9936e-002	-1.6388e-004
3365	24.	-0.42857	0.44494	-1.7304e-004
3366	24.857	-0.42857	-1.0551	-2.3296e-004
3367	25.286	-0.42857	-1.4301	-2.7165e-004
3368	24.857	-0.85714	-1.4301	-2.2605e-004
3369	24.857	-0.42857	-1.8051	-2.33e-004
3370	24.857	-0.42857	-0.30506	-2.3292e-004
3371	25.286	-0.42857	-0.68006	-2.7161e-004
3372	24.857	-0.85714	-0.68006	-2.2601e-004
3373	25.286	-0.42857	6.9936e-002	-2.7157e-004
3374	24.857	-0.85714	6.9936e-002	-2.2597e-004
3375	24.857	-0.42857	0.44494	-2.3288e-004
3376	25.714	-0.42857	-1.0551	-3.1585e-004
3377	26.143	-0.42857	-1.4301	-3.6387e-004
3378	25.714	-0.85714	-1.4301	-3.1269e-004
3379	25.714	-0.42857	-1.8051	-3.1589e-004
3380	25.714	-0.42857	-0.30506	-3.1581e-004
3381	26.143	-0.42857	-0.68006	-3.6383e-004
3382	25.714	-0.85714	-0.68006	-3.1265e-004
3383	26.143	-0.42857	6.9936e-002	-3.6378e-004
3384	25.714	-0.85714	6.9936e-002	-3.1261e-004
3385	25.714	-0.42857	0.44494	-3.1576e-004
3386	26.571	-0.42857	-1.0551	-4.1562e-004
3387	27.	-0.42857	-1.4301	-4.7072e-004
3388	26.571	-0.85714	-1.4301	-4.1469e-004
3389	26.571	-0.42857	-1.8051	-4.1566e-004
3390	26.571	-0.42857	-0.30506	-4.1558e-004
3391	27.	-0.42857	-0.68006	-4.7068e-004
3392	26.571	-0.85714	-0.68006	-4.1465e-004
3393	27.	-0.42857	6.9936e-002	-4.7063e-004
3394	26.571	-0.85714	6.9936e-002	-4.146e-004
3395	26.571	-0.42857	0.44494	-4.1554e-004
3396	27.429	-0.42857	-1.0551	-5.2886e-004
3397	27.857	-0.42857	-1.4301	-5.8996e-004
3398	27.429	-0.85714	-1.4301	-5.2873e-004
3399	27.429	-0.42857	-1.8051	-5.289e-004
3400	27.429	-0.42857	-0.30506	-5.2882e-004
3401	27.857	-0.42857	-0.68006	-5.8992e-004
3402	27.429	-0.85714	-0.68006	-5.2869e-004
3403	27.857	-0.42857	6.9936e-002	-5.8988e-004
3404	27.429	-0.85714	6.9936e-002	-5.2865e-004
3405	27.429	-0.42857	0.44494	-5.2878e-004
3406	28.286	-0.42857	-1.0551	-6.5381e-004
3407	28.714	-0.42857	-1.4301	-7.2036e-004
3408	28.286	-0.85714	-1.4301	-6.5398e-004
3409	28.286	-0.42857	-1.8051	-6.5385e-004
3410	28.286	-0.42857	-0.30506	-6.5377e-004
3411	28.714	-0.42857	-0.68006	-7.2032e-004
3412	28.286	-0.85714	-0.68006	-6.5394e-004
3413	28.714	-0.42857	6.9936e-002	-7.2027e-004
3414	28.286	-0.85714	6.9936e-002	-6.539e-004
3415	28.286	-0.42857	0.44494	-6.5372e-004
3416	29.143	-0.42857	-1.0551	-7.8939e-004
3417	29.571	-0.42857	-1.4301	-8.6087e-004
3418	29.143	-0.85714	-1.4301	-7.8967e-004
3419	29.143	-0.42857	-1.8051	-7.8943e-004
3420	29.143	-0.42857	-0.30506	-7.8935e-004
3421	29.571	-0.42857	-0.68006	-8.6082e-004
3422	29.143	-0.85714	-0.68006	-7.8963e-004
3423	29.571	-0.42857	6.9936e-002	-8.6078e-004
3424	29.143	-0.85714	6.9936e-002	-7.8959e-004
3425	29.143	-0.42857	0.44494	-7.8931e-004
3426	30.	-0.42857	-1.0551	-9.3456e-004
3427	30.429	-0.42857	-1.4301	-1.0104e-003
3428	30.	-0.85714	-1.4301	-9.3489e-004
3429	30.	-0.42857	-1.8051	-9.346e-004
3430	30.	-0.42857	-0.30506	-9.3451e-004
3431	30.429	-0.42857	-0.68006	-1.0104e-003
3432	30.	-0.85714	-0.68006	-9.3485e-004
3433	30.429	-0.42857	6.9936e-002	-1.0103e-003
3434	30.	-0.85714	6.9936e-002	-9.3481e-004
3435	30.	-0.42857	0.44494	-9.3447e-004
3436	30.857	-0.42857	-1.0551	-1.0882e-003
3437	31.286	-0.42857	-1.4301	-1.1678e-003
3438	30.857	-0.85714	-1.4301	-1.0886e-003
3439	30.857	-0.42857	-1.8051	-1.0882e-003
3440	30.857	-0.42857	-0.30506	-1.0881e-003
3441	31.286	-0.42857	-0.68006	-1.1678e-003
3442	30.857	-0.85714	-0.68006	-1.0885e-003
3443	31.286	-0.42857	6.9936e-002	-1.1677e-003
3444	30.857	-0.85714	6.9936e-002	-1.0885e-003
3445	30.857	-0.42857	0.44494	-1.0881e-003
3446	31.714	-0.42857	-1.0551	-1.2491e-003
3447	32.143	-0.42857	-1.4301	-1.3319e-003
3448	31.714	-0.85714	-1.4301	-1.2495e-003
3449	31.714	-0.42857	-1.8051	-1.2491e-003
3450	31.714	-0.42857	-0.30506	-1.2491e-003
3451	32.143	-0.42857	-0.68006	-1.3319e-003
3452	31.714	-0.85714	-0.68006	-1.2495e-003
3453	32.143	-0.42857	6.9936e-002	-1.3319e-003
3454	31.714	-0.85714	6.9936e-002	-1.2494e-003
3455	31.714	-0.42857	0.44494	-1.249e-003
3456	32.571	-0.42857	-1.0551	-1.4161e-003
3457	33.	-0.42857	-1.4301	-1.5014e-003
3458	32.571	-0.85714	-1.4301	-1.4164e-003
3459	32.571	-0.42857	-1.8051	-1.4161e-003
3460	32.571	-0.42857	-0.30506	-1.416e-003
3461	33.	-0.42857	-0.68006	-1.5014e-003
3462	32.571	-0.85714	-0.68006	-1.4163e-003
3463	33.	-0.42857	6.9936e-002	-1.5013e-003
3464	32.571	-0.85714	6.9936e-002	-1.4163e-003
3465	32.571	-0.42857	0.44494	-1.416e-003
3466	33.429	-0.42857	-1.0551	-1.5876e-003
3467	33.857	-0.42857	-1.4301	-1.6745e-003
3468	33.429	-0.85714	-1.4301	-1.5874e-003
3469	33.429	-0.42857	-1.8051	-1.5877e-003
3470	33.429	-0.42857	-0.30506	-1.5876e-003
3471	33.857	-0.42857	-0.68006	-1.6745e-003
3472	33.429	-0.85714	-0.68006	-1.5873e-003
3473	33.857	-0.42857	6.9936e-002	-1.6745e-003
3474	33.429	-0.85714	6.9936e-002	-1.5873e-003
3475	33.429	-0.42857	0.44494	-1.5876e-003
3476	34.286	-0.42857	-1.0551	-1.7616e-003
3477	34.714	-0.42857	-1.4301	-1.8484e-003
3478	34.286	-0.85714	-1.4301	-1.7601e-003
3479	34.286	-0.42857	-1.8051	-1.7617e-003
3480	34.286	-0.42857	-0.30506	-1.7616e-003
3481	34.714	-0.42857	-0.68006	-1.8483e-003
3482	34.286	-0.85714	-0.68006	-1.76e-003
3483	34.714	-0.42857	6.9936e-002	-1.8483e-003
3484	34.286	-0.85714	6.9936e-002	-1.76e-003
3485	34.286	-0.42857	0.44494	-1.7615e-003
3486	35.143	-0.42857	-1.0551	-1.9341e-003
3487	35.143	-0.85714	-1.4301	-1.9308e-003
3488	35.143	-0.42857	-1.8051	-1.9341e-003
3489	35.571	-0.42857	-1.4301	-2.0175e-003
3490	35.143	-0.42857	-0.30506	-1.934e-003
3491	35.143	-0.85714	-0.68006	-1.9307e-003
3492	35.571	-0.42857	-0.68006	-2.0175e-003
3493	35.143	-0.85714	6.9936e-002	-1.9307e-003
3494	35.143	-0.42857	0.44494	-1.934e-003
3495	35.571	-0.42857	6.9936e-002	-2.0174e-003
3496	0.85714	-1.2857	-1.0551	-1.0703e-004
3497	1.2857	-1.2857	-1.4301	-1.3689e-004
3498	0.85714	-1.7143	-1.4301	-1.0385e-004
3499	0.85714	-1.2857	-1.8051	-1.0712e-004
3500	0.42857	-1.2857	-1.4301	-7.7031e-005
3501	0.85714	-1.2857	-0.30506	-1.0691e-004
3502	1.2857	-1.2857	-0.68006	-1.3688e-004
3503	0.85714	-1.7143	-0.68006	-1.0371e-004
3504	0.42857	-1.2857	-0.68006	-7.7007e-005
3505	1.2857	-1.2857	6.9936e-002	-1.3662e-004
3506	0.85714	-1.7143	6.9936e-002	-1.0359e-004
3507	0.85714	-1.2857	0.44494	-1.0686e-004
3508	0.42857	-1.2857	6.9936e-002	-7.6789e-005
3509	1.7143	-1.2857	-1.0551	-1.6638e-004
3510	2.1429	-1.2857	-1.4301	-1.9483e-004
3511	1.7143	-1.7143	-1.4301	-1.6626e-004
3512	1.7143	-1.2857	-1.8051	-1.6641e-004
3513	1.7143	-1.2857	-0.30506	-1.6624e-004
3514	2.1429	-1.2857	-0.68006	-1.947e-004
3515	1.7143	-1.7143	-0.68006	-1.6622e-004
3516	2.1429	-1.2857	6.9936e-002	-1.9456e-004
3517	1.7143	-1.7143	6.9936e-002	-1.6592e-004
3518	1.7143	-1.2857	0.44494	-1.6601e-004
3519	2.5714	-1.2857	-1.0551	-2.2209e-004
3520	3.	-1.2857	-1.4301	-2.4859e-004
3521	2.5714	-1.7143	-1.4301	-2.2248e-004
3522	2.5714	-1.2857	-1.8051	-2.2221e-004
3523	2.5714	-1.2857	-0.30506	-2.2196e-004
3524	3.	-1.2857	-0.68006	-2.4848e-004
3525	2.5714	-1.7143	-0.68006	-2.2236e-004
3526	3.	-1.2857	6.9936e-002	-2.4834e-004
3527	2.5714	-1.7143	6.9936e-002	-2.2221e-004
3528	2.5714	-1.2857	0.44494	-2.2183e-004
3529	3.4286	-1.2857	-1.0551	-2.7416e-004
3530	3.8571	-1.2857	-1.4301	-2.9907e-004
3531	3.4286	-1.7143	-1.4301	-2.745e-004
3532	3.4286	-1.2857	-1.8051	-2.7427e-004
3533	3.4286	-1.2857	-0.30506	-2.7404e-004
3534	3.8571	-1.2857	-0.68006	-2.9896e-004
3535	3.4286	-1.7143	-0.68006	-2.7439e-004
3536	3.8571	-1.2857	6.9936e-002	-2.9884e-004
3537	3.4286	-1.7143	6.9936e-002	-2.7426e-004
3538	3.4286	-1.2857	0.44494	-2.7391e-004
3539	4.2857	-1.2857	-1.0551	-3.2308e-004
3540	4.7143	-1.2857	-1.4301	-3.4641e-004
3541	4.2857	-1.7143	-1.4301	-3.2335e-004
3542	4.2857	-1.2857	-1.8051	-3.232e-004
3543	4.2857	-1.2857	-0.30506	-3.2297e-004
3544	4.7143	-1.2857	-0.68006	-3.463e-004
3545	4.2857	-1.7143	-0.68006	-3.2324e-004
3546	4.7143	-1.2857	6.9936e-002	-3.4619e-004
3547	4.2857	-1.7143	6.9936e-002	-3.2312e-004
3548	4.2857	-1.2857	0.44494	-3.2286e-004
3549	5.1429	-1.2857	-1.0551	-3.6878e-004
3550	5.5714	-1.2857	-1.4301	-3.9035e-004
3551	5.1429	-1.7143	-1.4301	-3.6898e-004
3552	5.1429	-1.2857	-1.8051	-3.6889e-004
3553	5.1429	-1.2857	-0.30506	-3.6867e-004
3554	5.5714	-1.2857	-0.68006	-3.9024e-004
3555	5.1429	-1.7143	-0.68006	-3.6887e-004
3556	5.5714	-1.2857	6.9936e-002	-3.9013e-004
3557	5.1429	-1.7143	6.9936e-002	-3.6876e-004
3558	5.1429	-1.2857	0.44494	-3.6856e-004
3559	6.	-1.2857	-1.0551	-4.1083e-004
3560	6.4286	-1.2857	-1.4301	-4.3037e-004
3561	6.	-1.7143	-1.4301	-4.1101e-004
3562	6.	-1.2857	-1.8051	-4.1094e-004
3563	6.	-1.2857	-0.30506	-4.1073e-004
3564	6.4286	-1.2857	-0.68006	-4.3027e-004
3565	6.	-1.7143	-0.68006	-4.109e-004
3566	6.4286	-1.2857	6.9936e-002	-4.3016e-004
3567	6.	-1.7143	6.9936e-002	-4.1079e-004
3568	6.	-1.2857	0.44494	-4.1062e-004
3569	6.8571	-1.2857	-1.0551	-4.4867e-004
3570	7.2857	-1.2857	-1.4301	-4.6583e-004
3571	6.8571	-1.7143	-1.4301	-4.4881e-004
3572	6.8571	-1.2857	-1.8051	-4.4877e-004
3573	6.8571	-1.2857	-0.30506	-4.4856e-004
3574	7.2857	-1.2857	-0.68006	-4.6573e-004
3575	6.8571	-1.7143	-0.68006	-4.4871e-004
3576	7.2857	-1.2857	6.9936e-002	-4.6563e-004
3577	6.8571	-1.7143	6.9936e-002	-4.4861e-004
3578	6.8571	-1.2857	0.44494	-4.4846e-004
3579	7.7143	-1.2857	-1.0551	-4.8156e-004
3580	8.1429	-1.2857	-1.4301	-4.9593e-004
3581	7.7143	-1.7143	-1.4301	-4.8165e-004
3582	7.7143	-1.2857	-1.8051	-4.8166e-004
3583	7.7143	-1.2857	-0.30506	-4.8146e-004
3584	8.1429	-1.2857	-0.68006	-4.9583e-004
3585	7.7143	-1.7143	-0.68006	-4.8155e-004
3586	8.1429	-1.2857	6.9936e-002	-4.9573e-004
3587	7.7143	-1.7143	6.9936e-002	-4.8145e-004
3588	7.7143	-1.2857	0.44494	-4.8136e-004
3589	8.5714	-1.2857	-1.0551	-5.0861e-004
3590	9.	-1.2857	-1.4301	-5.1966e-004
3591	8.5714	-1.7143	-1.4301	-5.0858e-004
3592	8.5714	-1.2857	-1.8051	-5.0871e-004
3593	8.5714	-1.2857	-0.30506	-5.0852e-004
3594	9.	-1.2857	-0.68006	-5.1957e-004
3595	8.5714	-1.7143	-0.68006	-5.0848e-004
3596	9.	-1.2857	6.9936e-002	-5.1947e-004
3597	8.5714	-1.7143	6.9936e-002	-5.0838e-004
3598	8.5714	-1.2857	0.44494	-5.0842e-004
3599	9.4286	-1.2857	-1.0551	-5.287e-004
3600	9.8571	-1.2857	-1.4301	-5.3574e-004
3601	9.4286	-1.7143	-1.4301	-5.2841e-004
3602	9.4286	-1.2857	-1.8051	-5.2879e-004
3603	9.4286	-1.2857	-0.30506	-5.2861e-004
3604	9.8571	-1.2857	-0.68006	-5.3565e-004
3605	9.4286	-1.7143	-0.68006	-5.2832e-004
3606	9.8571	-1.2857	6.9936e-002	-5.3556e-004
3607	9.4286	-1.7143	6.9936e-002	-5.2823e-004
3608	9.4286	-1.2857	0.44494	-5.2851e-004
3609	10.286	-1.2857	-1.0551	-5.4036e-004
3610	10.714	-1.2857	-1.4301	-5.4255e-004
3611	10.286	-1.7143	-1.4301	-5.3969e-004
3612	10.286	-1.2857	-1.8051	-5.4045e-004
3613	10.286	-1.2857	-0.30506	-5.4026e-004
3614	10.714	-1.2857	-0.68006	-5.4246e-004
3615	10.286	-1.7143	-0.68006	-5.396e-004
3616	10.714	-1.2857	6.9936e-002	-5.4237e-004
3617	10.286	-1.7143	6.9936e-002	-5.395e-004
3618	10.286	-1.2857	0.44494	-5.4017e-004
3619	11.143	-1.2857	-1.0551	-5.4189e-004
3620	11.571	-1.2857	-1.4301	-5.3843e-004
3621	11.143	-1.7143	-1.4301	-5.4082e-004
3622	11.143	-1.2857	-1.8051	-5.4198e-004
3623	11.143	-1.2857	-0.30506	-5.418e-004
3624	11.571	-1.2857	-0.68006	-5.3834e-004
3625	11.143	-1.7143	-0.68006	-5.4073e-004
3626	11.571	-1.2857	6.9936e-002	-5.3825e-004
3627	11.143	-1.7143	6.9936e-002	-5.4065e-004
3628	11.143	-1.2857	0.44494	-5.4171e-004
3629	12.	-1.2857	-1.0551	-5.3188e-004
3630	12.429	-1.2857	-1.4301	-5.2244e-004
3631	12.	-1.7143	-1.4301	-5.3063e-004
3632	12.	-1.2857	-1.8051	-5.3196e-004
3633	12.	-1.2857	-0.30506	-5.318e-004
3634	12.429	-1.2857	-0.68006	-5.2236e-004
3635	12.	-1.7143	-0.68006	-5.3055e-004
3636	12.429	-1.2857	6.9936e-002	-5.2228e-004
3637	12.	-1.7143	6.9936e-002	-5.3047e-004
3638	12.	-1.2857	0.44494	-5.3171e-004
3639	12.857	-1.2857	-1.0551	-5.1008e-004
3640	13.286	-1.2857	-1.4301	-4.9521e-004
3641	12.857	-1.7143	-1.4301	-5.0901e-004
3642	12.857	-1.2857	-1.8051	-5.1016e-004
3643	12.857	-1.2857	-0.30506	-5.1e-004
3644	13.286	-1.2857	-0.68006	-4.9513e-004
3645	12.857	-1.7143	-0.68006	-5.0893e-004
3646	13.286	-1.2857	6.9936e-002	-4.9505e-004
3647	12.857	-1.7143	6.9936e-002	-5.0885e-004
3648	12.857	-1.2857	0.44494	-5.0992e-004
3649	13.714	-1.2857	-1.0551	-4.7794e-004
3650	14.143	-1.2857	-1.4301	-4.5885e-004
3651	13.714	-1.7143	-1.4301	-4.7727e-004
3652	13.714	-1.2857	-1.8051	-4.7802e-004
3653	13.714	-1.2857	-0.30506	-4.7786e-004
3654	14.143	-1.2857	-0.68006	-4.5878e-004
3655	13.714	-1.7143	-0.68006	-4.7719e-004
3656	14.143	-1.2857	6.9936e-002	-4.587e-004
3657	13.714	-1.7143	6.9936e-002	-4.7711e-004
3658	13.714	-1.2857	0.44494	-4.7779e-004
3659	14.571	-1.2857	-1.0551	-4.381e-004
3660	15.	-1.2857	-1.4301	-4.1624e-004
3661	14.571	-1.7143	-1.4301	-4.3781e-004
3662	14.571	-1.2857	-1.8051	-4.3818e-004
3663	14.571	-1.2857	-0.30506	-4.3803e-004
3664	15.	-1.2857	-0.68006	-4.1617e-004
3665	14.571	-1.7143	-0.68006	-4.3773e-004
3666	15.	-1.2857	6.9936e-002	-4.161e-004
3667	14.571	-1.7143	6.9936e-002	-4.3766e-004
3668	14.571	-1.2857	0.44494	-4.3795e-004
3669	15.429	-1.2857	-1.0551	-3.9345e-004
3670	15.857	-1.2857	-1.4301	-3.702e-004
3671	15.429	-1.7143	-1.4301	-3.9341e-004
3672	15.429	-1.2857	-1.8051	-3.9352e-004
3673	15.429	-1.2857	-0.30506	-3.9338e-004
3674	15.857	-1.2857	-0.68006	-3.7013e-004
3675	15.429	-1.7143	-0.68006	-3.9334e-004
3676	15.857	-1.2857	6.9936e-002	-3.7006e-004
3677	15.429	-1.7143	6.9936e-002	-3.9327e-004
3678	15.429	-1.2857	0.44494	-3.9331e-004
3679	16.286	-1.2857	-1.0551	-3.4665e-004
3680	16.714	-1.2857	-1.4301	-3.2323e-004
3681	16.286	-1.7143	-1.4301	-3.4674e-004
3682	16.286	-1.2857	-1.8051	-3.4672e-004
3683	16.286	-1.2857	-0.30506	-3.4658e-004
3684	16.714	-1.2857	-0.68006	-3.2316e-004
3685	16.286	-1.7143	-0.68006	-3.4667e-004
3686	16.714	-1.2857	6.9936e-002	-3.2309e-004
3687	16.286	-1.7143	6.9936e-002	-3.466e-004
3688	16.286	-1.2857	0.44494	-3.4652e-004
3689	17.143	-1.2857	-1.0551	-3.0005e-004
3690	17.571	-1.2857	-1.4301	-2.775e-004
3691	17.143	-1.7143	-1.4301	-3.0019e-004
3692	17.143	-1.2857	-1.8051	-3.0011e-004
3693	17.143	-1.2857	-0.30506	-2.9998e-004
3694	17.571	-1.2857	-0.68006	-2.7744e-004
3695	17.143	-1.7143	-0.68006	-3.0012e-004
3696	17.571	-1.2857	6.9936e-002	-2.7737e-004
3697	17.143	-1.7143	6.9936e-002	-3.0005e-004
3698	17.143	-1.2857	0.44494	-2.9991e-004
3699	18.	-1.2857	-1.0551	-2.5569e-004
3700	18.429	-1.2857	-1.4301	-2.3498e-004
3701	18.	-1.7143	-1.4301	-2.5585e-004
3702	18.	-1.2857	-1.8051	-2.5576e-004
3703	18.	-1.2857	-0.30506	-2.5563e-004
3704	18.429	-1.2857	-0.68006	-2.3492e-004
3705	18.	-1.7143	-0.68006	-2.5579e-004
3706	18.429	-1.2857	6.9936e-002	-2.3486e-004
3707	18.	-1.7143	6.9936e-002	-2.5573e-004
3708	18.	-1.2857	0.44494	-2.5557e-004
3709	18.857	-1.2857	-1.0551	-2.1546e-004
3710	19.286	-1.2857	-1.4301	-1.9746e-004
3711	18.857	-1.7143	-1.4301	-2.1564e-004
3712	18.857	-1.2857	-1.8051	-2.1552e-004
3713	18.857	-1.2857	-0.30506	-2.154e-004
3714	19.286	-1.2857	-0.68006	-1.974e-004
3715	18.857	-1.7143	-0.68006	-2.1558e-004
3716	19.286	-1.2857	6.9936e-002	-1.9734e-004
3717	18.857	-1.7143	6.9936e-002	-2.1552e-004
3718	18.857	-1.2857	0.44494	-2.1534e-004
3719	19.714	-1.2857	-1.0551	-1.8104e-004
3720	20.143	-1.2857	-1.4301	-1.6648e-004
3721	19.714	-1.7143	-1.4301	-1.8118e-004
3722	19.714	-1.2857	-1.8051	-1.8109e-004
3723	19.714	-1.2857	-0.30506	-1.8098e-004
3724	20.143	-1.2857	-0.68006	-1.6642e-004
3725	19.714	-1.7143	-0.68006	-1.8113e-004
3726	20.143	-1.2857	6.9936e-002	-1.6637e-004
3727	19.714	-1.7143	6.9936e-002	-1.8107e-004
3728	19.714	-1.2857	0.44494	-1.8092e-004
3729	20.571	-1.2857	-1.0551	-1.5381e-004
3730	21.	-1.2857	-1.4301	-1.4332e-004
3731	20.571	-1.7143	-1.4301	-1.5387e-004
3732	20.571	-1.2857	-1.8051	-1.5386e-004
3733	20.571	-1.2857	-0.30506	-1.5376e-004
3734	21.	-1.2857	-0.68006	-1.4326e-004
3735	20.571	-1.7143	-0.68006	-1.5382e-004
3736	21.	-1.2857	6.9936e-002	-1.4321e-004
3737	20.571	-1.7143	6.9936e-002	-1.5376e-004
3738	20.571	-1.2857	0.44494	-1.537e-004
3739	21.429	-1.2857	-1.0551	-1.3491e-004
3740	21.857	-1.2857	-1.4301	-1.2872e-004
3741	21.429	-1.7143	-1.4301	-1.344e-004
3742	21.429	-1.2857	-1.8051	-1.3496e-004
3743	21.429	-1.2857	-0.30506	-1.3486e-004
3744	21.857	-1.2857	-0.68006	-1.2867e-004
3745	21.429	-1.7143	-0.68006	-1.3435e-004
3746	21.857	-1.2857	6.9936e-002	-1.2862e-004
3747	21.429	-1.7143	6.9936e-002	-1.343e-004
3748	21.429	-1.2857	0.44494	-1.3481e-004
3749	22.286	-1.2857	-1.0551	-1.249e-004
3750	22.714	-1.2857	-1.4301	-1.2403e-004
3751	22.286	-1.7143	-1.4301	-1.2273e-004
3752	22.286	-1.2857	-1.8051	-1.2494e-004
3753	22.286	-1.2857	-0.30506	-1.2485e-004
3754	22.714	-1.2857	-0.68006	-1.2399e-004
3755	22.286	-1.7143	-0.68006	-1.2268e-004
3756	22.714	-1.2857	6.9936e-002	-1.2394e-004
3757	22.286	-1.7143	6.9936e-002	-1.2264e-004
3758	22.286	-1.2857	0.44494	-1.248e-004
3759	23.143	-1.2857	-1.0551	-1.2559e-004
3760	23.571	-1.2857	-1.4301	-1.3635e-004
3761	23.143	-1.7143	-1.4301	-1.1933e-004
3762	23.143	-1.2857	-1.8051	-1.2563e-004
3763	23.143	-1.2857	-0.30506	-1.2554e-004
3764	23.571	-1.2857	-0.68006	-1.3631e-004
3765	23.143	-1.7143	-0.68006	-1.1929e-004
3766	23.571	-1.2857	6.9936e-002	-1.3627e-004
3767	23.143	-1.7143	6.9936e-002	-1.1925e-004
3768	23.143	-1.2857	0.44494	-1.255e-004
3769	24.	-1.2857	-1.0551	-1.5202e-004
3770	24.429	-1.2857	-1.4301	-1.8241e-004
3771	24.	-1.7143	-1.4301	-1.4136e-004
3772	24.	-1.2857	-1.8051	-1.5206e-004
3773	24.	-1.2857	-0.30506	-1.5199e-004
3774	24.429	-1.2857	-0.68006	-1.8237e-004
3775	24.	-1.7143	-0.68006	-1.4132e-004
3776	24.429	-1.2857	6.9936e-002	-1.8233e-004
3777	24.	-1.7143	6.9936e-002	-1.4129e-004
3778	24.	-1.2857	0.44494	-1.5195e-004
3779	24.857	-1.2857	-1.0551	-2.1777e-004
3780	25.286	-1.2857	-1.4301	-2.625e-004
3781	24.857	-1.7143	-1.4301	-2.1151e-004
3782	24.857	-1.2857	-1.8051	-2.1781e-004
3783	24.857	-1.2857	-0.30506	-2.1774e-004
3784	25.286	-1.2857	-0.68006	-2.6246e-004
3785	24.857	-1.7143	-0.68006	-2.1148e-004
3786	25.286	-1.2857	6.9936e-002	-2.6242e-004
3787	24.857	-1.7143	6.9936e-002	-2.1144e-004
3788	24.857	-1.2857	0.44494	-2.177e-004
3789	25.714	-1.2857	-1.0551	-3.0988e-004
3790	26.143	-1.2857	-1.4301	-3.6051e-004
3791	25.714	-1.7143	-1.4301	-3.0771e-004
3792	25.714	-1.2857	-1.8051	-3.0992e-004
3793	25.714	-1.2857	-0.30506	-3.0984e-004
3794	26.143	-1.2857	-0.68006	-3.6047e-004
3795	25.714	-1.7143	-0.68006	-3.0767e-004
3796	26.143	-1.2857	6.9936e-002	-3.6043e-004
3797	25.714	-1.7143	6.9936e-002	-3.0763e-004
3798	25.714	-1.2857	0.44494	-3.098e-004
3799	26.571	-1.2857	-1.0551	-4.1389e-004
3800	27.	-1.2857	-1.4301	-4.6994e-004
3801	26.571	-1.7143	-1.4301	-4.1338e-004
3802	26.571	-1.2857	-1.8051	-4.1393e-004
3803	26.571	-1.2857	-0.30506	-4.1385e-004
3804	27.	-1.2857	-0.68006	-4.699e-004
3805	26.571	-1.7143	-0.68006	-4.1334e-004
3806	27.	-1.2857	6.9936e-002	-4.6986e-004
3807	26.571	-1.7143	6.9936e-002	-4.133e-004
3808	26.571	-1.2857	0.44494	-4.1381e-004
3809	27.429	-1.2857	-1.0551	-5.2862e-004
3810	27.857	-1.2857	-1.4301	-5.9007e-004
